,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
2023-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,1
2023-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,1
2023-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,1
2023-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,1
2023-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,1
2023-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,1
2023-05-17,168,7,,5,31,22157,327,26069,5,294,5046,500,6919,1450,58759,,17270,8281,1909,18431,47804,112035,825,3,18,54,131,137,,2,7,17033,,535,,24,392681,21121,88860,76,48932,136,2456,,,109,25131,6108,4730,9,6729,3282,92,2946,30,,177,,,6,229,793,283,96,574,2,2254,306,1165,16469,32667,48346,739,384,19298,1436,257,262,3430,28,267,2,1878,489,5065,490,1,348,,71,1,20,2,,5,11,,,2144,201
2023-05-18,168,7,,5,31,22157,327,26069,5,294,5046,500,6919,1450,58759,,17270,8281,1909,18431,47804,112035,825,3,18,54,131,137,,2,7,17033,,535,,24,392681,21121,88860,76,48932,136,2456,,,109,25131,6108,4730,9,6729,3282,92,2946,30,,177,,,6,229,793,283,96,574,2,2254,306,1165,16469,32667,48346,739,384,19298,1436,257,262,3430,28,267,2,1878,489,5065,490,1,348,,71,1,20,2,,5,11,,,2144,201
2023-05-19,168,7,,5,31,22157,327,26069,5,294,5046,500,6919,1450,58759,,17270,8281,1909,18431,47804,112035,825,3,18,54,131,137,,2,7,17033,,535,,24,392681,21121,88860,76,48932,136,2456,,,109,25131,6108,4730,9,6729,3282,92,2946,30,,177,,,6,229,793,283,96,574,2,2254,306,1165,16469,32667,48346,739,384,19298,1436,257,262,3430,28,267,2,1878,489,5065,490,1,348,,71,1,20,2,,5,11,,,2144,201
2023-05-20,168,7,,5,31,22157,327,26069,5,294,5046,500,6919,1450,58759,,17270,8281,1909,18431,47804,112035,825,3,18,54,131,137,,2,7,17033,,535,,24,392681,21121,88860,76,48932,136,2456,,,109,25131,6108,4730,9,6729,3282,92,2946,30,,177,,,6,229,793,283,96,574,2,2254,306,1165,16469,32667,48346,739,384,19298,1436,257,262,3430,28,267,2,1878,489,5065,490,1,348,,71,1,20,2,,5,11,,,2144,201
2023-05-21,168,7,,5,31,22157,327,26069,5,294,5046,500,6919,1450,58759,,17270,8281,1909,18431,47804,112035,825,3,18,54,131,137,,2,7,17033,,535,,24,392681,21121,88860,76,48932,136,2456,,,109,25131,6108,4730,9,6729,3282,92,2946,30,,177,,,6,229,793,283,96,574,2,2254,306,1165,16469,32667,48346,739,384,19298,1436,257,262,3430,28,267,2,1878,489,5065,490,1,348,,71,1,20,2,,5,11,,,2144,201
2023-05-22,168,7,,5,31,22157,327,26069,5,294,5046,500,6919,1450,58759,,17270,8281,1909,18431,47804,112035,825,3,18,54,131,137,,2,7,17033,,535,,24,392681,21121,88860,76,48932,136,2456,,,109,25131,6108,4730,9,6729,3282,92,2946,30,,177,,,6,229,793,283,96,574,2,2254,306,1165,16469,32667,48346,739,384,19298,1436,257,262,3430,28,267,2,1878,489,5065,490,1,348,,71,1,20,2,,5,11,,,2144,201
2023-05-23,168,7,,5,31,22157,327,26069,5,294,5046,500,6919,1450,58759,,17270,8281,1909,18431,47804,112035,825,3,18,54,131,137,,2,7,17033,,535,,24,392681,21121,88860,76,48932,136,2456,,,109,25131,6108,4730,9,6729,3282,92,2946,30,,177,,,6,229,793,283,96,574,2,2254,306,1165,16469,32667,48346,739,384,19298,1436,257,262,3430,28,267,2,1878,489,5065,490,1,348,,71,1,20,2,,5,11,,,2144,201
2023-05-24,168,7,,5,31,22157,327,26069,5,294,5046,500,6919,1450,58759,,17270,8281,1909,18431,47804,112035,825,3,18,54,131,137,,2,7,17033,,535,,24,392681,21121,88860,76,48932,136,2456,,,109,25131,6108,4730,9,6729,3282,92,2946,30,,177,,,6,229,793,283,96,574,2,2254,306,1165,16469,32667,48346,739,384,19298,1436,257,262,3430,28,267,2,1878,489,5065,490,1,348,,71,1,20,2,,5,11,,,2144,201
2023-05-25,168,7,,5,31,22157,327,26069,5,294,5046,500,6919,1450,58759,,17270,8281,1909,18431,47804,112035,825,3,18,54,131,137,,2,7,17033,,535,,24,392681,21121,88860,76,48932,136,2456,,,109,25131,6108,4730,9,6729,3282,92,2946,30,,177,,,6,229,793,283,96,574,2,2254,306,1165,16469,32667,48346,739,384,19298,1436,257,262,3430,28,267,2,1878,489,5065,490,1,348,,71,1,20,2,,5,11,,,2144,201
2023-05-26,168,7,,5,31,22157,327,26069,5,294,5046,500,6919,1450,58759,,17270,8281,1909,18431,47804,112035,825,3,18,54,131,137,,2,7,17033,,535,,24,392681,21121,88860,76,48932,136,2456,,,109,25131,6108,4730,9,6729,3282,92,2946,30,,177,,,6,229,793,283,96,574,2,2254,306,1165,16469,32667,48346,739,384,19298,1436,257,262,3430,28,267,2,1878,489,5065,490,1,348,,71,1,20,2,,5,11,,,2144,201
2023-05-27,168,7,,5,31,22157,327,26069,5,294,5046,500,6919,1450,58759,,17270,8281,1909,18431,47804,112035,825,3,18,54,131,137,,2,7,17033,,535,,24,392681,21121,88860,76,48932,136,2456,,,109,25131,6108,4730,9,6729,3282,92,2946,30,,177,,,6,229,793,283,96,574,2,2254,306,1165,16469,32667,48346,739,384,19298,1436,257,262,3430,28,267,2,1878,489,5065,490,1,348,,71,1,20,2,,5,11,,,2144,201
2023-05-28,168,7,,5,31,22157,327,26069,5,294,5046,500,6919,1450,58759,,17270,8281,1909,18431,47804,112035,825,3,18,54,131,137,,2,7,17033,,535,,24,392681,21121,88860,76,48932,136,2456,,,109,25131,6108,4730,9,6729,3282,92,2946,30,,177,,,6,229,793,283,96,574,2,2254,306,1165,16469,32667,48346,739,384,19298,1436,257,262,3430,28,267,2,1878,489,5065,490,1,348,,71,1,20,2,,5,11,,,2144,201
2023-05-29,168,7,,5,31,22157,327,26069,5,294,5046,500,6919,1450,58759,,17270,8281,1909,18431,47804,112035,825,3,18,54,131,137,,2,7,17033,,535,,24,392681,21121,88860,76,48932,136,2456,,,109,25131,6108,4730,9,6729,3282,92,2946,30,,177,,,6,229,793,283,96,574,2,2254,306,1165,16469,32667,48346,739,384,19298,1436,257,262,3430,28,267,2,1878,489,5065,490,1,348,,71,1,20,2,,5,11,,,2144,201
